Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,Read Count,Owned Copies,Book Title,Series Name,Series Number
42046112,Recursion,Blake Crouch,"Crouch, Blake",,"=""1524759783""","=""9781524759780""",0,4.17,Crown,Hardcover,329.0,2019,2019.0,,2025/03/29,to-read,to-read (#197),to-read,0,0,Recursion,,
183086339,Reckless,Lauren  Roberts,"Roberts, Lauren",,"=""""","=""""",5,4.08,Simon & Schuster Children's UK,Kindle Edition,396.0,2024,2024.0,2025/03/26,2025/03/24,,,read,1,0,Reckless,The Powerless Trilogy,2
54621094,The Last House on Needless Street,Catriona Ward,"Ward, Catriona",,"=""1788166167""","=""9781788166164""",0,3.82,Viper,Hardcover,337.0,2021,2021.0,,2025/03/26,to-read,to-read (#196),to-read,0,0,The Last House on Needless Street,,
214331246,Sunrise on the Reaping,Suzanne Collins,"Collins, Suzanne",,"=""1546171460""","=""9781546171461""",5,4.52,Scholastic Press,Hardcover,387.0,2025,2025.0,2025/03/19,2024/06/12,,,read,1,0,Sunrise on the Reaping,The Hunger Games,0.5
75513900,Powerless,Lauren  Roberts,"Roberts, Lauren",,"=""""","=""""",4,4.17,,Kindle Edition,526.0,2023,2023.0,2025/03/24,2024/01/29,,,read,1,0,Powerless,The Powerless Trilogy,1
75396525,The Coven,Harper L. Woods,"Woods, Harper L.",,"=""""","=""""",0,3.72,,Kindle Edition,298.0,2023,2023.0,,2025/03/24,to-read,to-read (#195),to-read,0,0,The Coven,Coven of Bones,1
195853541,In Universes,Emet North,"North, Emet",,"=""0063314878""","=""9780063314870""",0,3.82,Harper,Hardcover,240.0,2024,2024.0,,2025/03/23,to-read,to-read (#194),to-read,0,0,In Universes,,
197697866,A Game of Love and Betrayal,Elayna R. Gallea,"Gallea, Elayna R.",,"=""1998219097""","=""9781998219094""",0,3.78,Amazon Digital Services,Kindle Edition,410.0,2024,2024.0,,2025/03/23,to-read,to-read (#193),to-read,0,0,A Game of Love and Betrayal,The Choosing Chronicles,1
136276877,The Last Murder at the End of the World,Stuart Turton,"Turton, Stuart",,"=""""","=""""",0,3.67,Sourcebooks Landmark,Hardcover,368.0,2024,2024.0,,2025/03/22,to-read,to-read (#192),to-read,0,0,The Last Murder at the End of the World,,
123429195,That's Not My Name,Megan Lally,"Lally, Megan",,"=""1728270111""","=""9781728270111""",0,4.06,Sourcebooks Fire,Paperback,297.0,2023,2023.0,,2025/03/22,to-read,to-read (#191),to-read,0,0,That's Not My Name,,
16143347,We Were Liars,E. Lockhart,"Lockhart, E.",,"=""0385741278""","=""9780385741279""",4,3.65,Delacorte Press,Paperback,320.0,2018,2014.0,2025/03/22,2025/03/21,,,read,1,0,We Were Liars,,
17347634,Me Before You,Jojo Moyes,"Moyes, Jojo",,"=""0670026603""","=""9780670026609""",0,4.26,Pamela Dorman Books,Hardcover,369.0,2012,2012.0,,2025/03/21,to-read,to-read (#190),to-read,0,0,Me Before You,Me Before You,1
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",0,4.38,Atria Books,Hardcover,337.0,2014,2012.0,,2025/03/21,to-read,to-read (#189),to-read,0,0,A Man Called Ove,,
60784546,Divine Rivals,Rebecca   Ross,"Ross, Rebecca",,"=""1250857430""","=""9781250857439""",0,4.15,Wednesday Books,Hardcover,368.0,2023,2023.0,,2025/03/21,to-read,to-read (#188),to-read,0,0,Divine Rivals,Letters of Enchantment,1
28759,Magic's Pawn,Mercedes Lackey,"Lackey, Mercedes",,"=""0886773520""","=""9780886773526""",0,4.2,DAW Books Inc,Mass Market Paperback,349.0,1989,1989.0,,2025/03/20,to-read,to-read (#187),to-read,0,0,Magic's Pawn,The Last Herald-Mage,1
60811826,I Who Have Never Known Men,Jacqueline Harpman,"Harpman, Jacqueline","Ros Schwartz, Sophie Mackintosh","=""1945492600""","=""9781945492600""",0,4.13,Transit Books,Paperback,184.0,2022,1995.0,,2025/03/19,to-read,to-read (#186),to-read,0,0,I Who Have Never Known Men,,
38180,On the Beach,Nevil Shute,"Shute, Nevil",,"=""""","=""""",0,3.98,House of Stratus Ltd,Paperback,296.0,2002,1957.0,,2025/03/19,to-read,to-read (#185),to-read,0,0,On the Beach,,
6148028,Catching Fire,Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",5,4.35,Scholastic Press,Hardcover,391.0,2009,2009.0,,2024/02/01,,,read,2,0,Catching Fire,The Hunger Games,2
59070304,Citadel,C.M. Alongi,"Alongi, C.M.",,"=""""","=""9798200836420""",0,4.34,Blackstone Publishing,Hardcover,350.0,2023,2023.0,,2025/03/13,to-read,to-read (#184),to-read,0,0,Citadel,,
64246349,To Kill a Necromancer,C.M. Alongi,"Alongi, C.M.",,"=""""","=""""",0,4.46,,Kindle Edition,88.0,2023,,,2025/03/13,to-read,to-read (#183),to-read,0,0,To Kill a Necromancer,Blackwing,1
38393457,"Break The Bodies, Haunt The Bones",Micah Dean Hicks,"Hicks, Micah Dean",,"=""1328566455""","=""9781328566454""",0,3.62,Harper Voyager,Hardcover,304.0,2019,2019.0,,2025/03/12,to-read,to-read (#182),to-read,0,0,"Break The Bodies, Haunt The Bones",,
2767052,The Hunger Games,Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",5,4.35,Scholastic Press,Hardcover,374.0,2008,2008.0,,2024/02/01,,,read,3,0,The Hunger Games,The Hunger Games,1
63910262,Two Twisted Crowns,Rachel Gillig,"Gillig, Rachel",,"=""0356519503""","=""9780356519500""",5,4.4,Orbit,Paperback,437.0,2023,2023.0,2025/03/10,2025/03/05,,,read,1,0,Two Twisted Crowns,The Shepherd King,2
29914932,Windows into Hell,James Wymore,"Wymore, James","Michaelbrent Collings, Mette Ivie Harrison, Jay Wilburn, Tonya Adolfson, R.A. Baxter, D.J. Butler, Sarah E Seeley, Steven L. Peck","=""1620071606""","=""9781620071601""",0,3.61,Curiosity Quills Press,Paperback,264.0,2016,2016.0,,2025/03/06,to-read,to-read (#181),to-read,0,0,Windows into Hell,,
172366,The Library of Babel,Jorge Luis Borges,"Borges, Jorge Luis","Erik Desmazieres, Andrew Hurley, Angela Giral","=""156792123X""","=""9781567921236""",0,4.3,David R Godine Pub,Hardcover,176.0,2000,1941.0,,2025/03/06,to-read,to-read (#180),to-read,0,0,The Library of Babel,,
341735,Replay,Ken Grimwood,"Grimwood, Ken",,"=""068816112X""","=""9780688161125""",0,4.15,William Morrow Paperbacks,Paperback,311.0,1998,1987.0,,2025/03/06,to-read,to-read (#179),to-read,0,0,Replay,,
13456414,A Short Stay in Hell,Steven L. Peck,"Peck, Steven L.",,"=""098374842X""","=""9780983748427""",5,4.17,Strange Violin Editions,Paperback,104.0,2012,2011.0,2025/03/06,2024/04/12,,,read,1,0,A Short Stay in Hell,,
45892228,Crave,Tracy Wolff,"Wolff, Tracy",,"=""1640638954""","=""9781640638952""",0,3.77,Entangled: Teen,Hardcover,575.0,2020,2020.0,,2025/03/06,to-read,to-read (#178),to-read,0,0,Crave,Crave,1
205335957,The Knight and the Moth,Rachel Gillig,"Gillig, Rachel",,"=""0356522962""","=""9780356522968""",0,4.32,Orbit,Hardcover,385.0,2025,2025.0,,2025/03/05,to-read,to-read (#177),to-read,0,0,The Knight and the Moth,The Stonewater Kingdom,1
58340706,One Dark Window,Rachel Gillig,"Gillig, Rachel",,"=""0316312487""","=""9780316312486""",5,4.27,Orbit,Paperback,432.0,2022,2022.0,2025/03/05,2024/04/01,,,read,1,0,One Dark Window,The Shepherd King,1
17855756,Dust,Hugh Howey,"Howey, Hugh",,"=""1490904387""","=""9781490904382""",5,4.23,Broad Reach Publishing,Paperback,458.0,2013,2013.0,2025/03/02,2024/01/29,,,read,1,0,Dust,Silo,3
40874032,Vicious,V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""""","=""""",0,4.19,Tor Books,Kindle Edition,402.0,2013,2013.0,,2025/02/28,to-read,to-read (#176),to-read,0,0,Vicious,Villains,1
201017011,Lights Out,Navessa Allen,"Allen, Navessa",,"=""""","=""""",0,4.12,,Kindle Edition,338.0,2024,2024.0,,2025/02/27,to-read,to-read (#175),to-read,0,0,Lights Out,Into Darkness,1
199313243,Get in My Swamp,G.M. Fairy,"Fairy, G.M.",,"=""""","=""9798215196236""",0,3.09,,ebook,0.0,2023,,,2025/02/27,to-read,to-read (#174),to-read,0,0,Get in My Swamp,Get in My Swamp,1
202076315,Bad Beehavior,G.M. Fairy,"Fairy, G.M.",,"=""""","=""""",0,3.35,G.M. Fairy Books,Kindle Edition,236.0,2024,,,2025/02/27,to-read,to-read (#173),to-read,0,0,Bad Beehavior,,
25128811,Ice Planet Barbarians,Ruby Dixon,"Dixon, Ruby",,"=""""","=""""",0,3.62,Ruby Dixon,Kindle Edition,188.0,2015,2015.0,,2025/02/27,to-read,to-read (#172),to-read,0,0,Ice Planet Barbarians,Ice Planet Barbarians,1
35187182,The Outrun,Amy Liptrot,"Liptrot, Amy",,"=""0393355594""","=""9780393355598""",0,3.97,W. W. Norton & Company,Paperback,312.0,2018,2015.0,,2025/02/26,to-read,to-read (#171),to-read,0,0,The Outrun,,
17306293,Shift,Hugh Howey,"Howey, Hugh",,"=""""","=""""",5,4.13,Broad Reach Publishing,Kindle Edition,579.0,2013,2013.0,2025/02/25,2024/01/29,,,read,1,0,Shift,Silo,2
58763686,Haunting Adeline,H.D. Carlton,"Carlton, H.D.",,"=""""","=""""",3,3.94,,Kindle Edition,583.0,2021,2021.0,2025/02/24,2024/01/29,,,read,1,0,Haunting Adeline,Cat and Mouse,1
60531406,Tress of the Emerald Sea,Brandon Sanderson,"Sanderson, Brandon",Howard Lyon,"=""""","=""""",0,4.33,Dragonsteel Entertainment,Kindle Edition,443.0,2023,2023.0,,2025/02/24,to-read,to-read (#170),to-read,0,0,Tress of the Emerald Sea,,
136470356,Nocticadia,Keri Lake,"Lake, Keri",,"=""""","=""""",0,4.2,,Kindle Edition,682.0,2023,2023.0,,2025/02/21,to-read,to-read (#169),to-read,0,0,Nocticadia,,
204593914,Phantasma,Kaylie Smith,"Smith, Kaylie",,"=""1538769255""","=""9781538769256""",0,4.06,Forever,Paperback,497.0,2024,2024.0,,2025/02/21,to-read,to-read (#168),to-read,0,0,Phantasma,Wicked Games,1
57693457,Mickey7,Edward Ashton,"Ashton, Edward",,"=""1250275032""","=""9781250275035""",0,3.78,St. Martin's Press,Hardcover,296.0,2022,2022.0,,2025/02/18,to-read,to-read (#167),to-read,0,0,Mickey7,Mickey7,1
50892288,The Hollow Places,T. Kingfisher,"Kingfisher, T.",,"=""1534451129""","=""9781534451124""",0,3.79,Gallery Books,Paperback,341.0,2020,2020.0,,2025/02/17,to-read,to-read (#166),to-read,0,0,The Hollow Places,,
127305713,Heartless Hunter,Kristen Ciccarelli,"Ciccarelli, Kristen",,"=""1250866901""","=""9781250866905""",0,4.18,Wednesday Books,Hardcover,406.0,2024,2024.0,,2025/02/17,to-read,to-read (#165),to-read,0,0,Heartless Hunter,The Crimson Moth,1
50663055,Elder Race,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1250768721""","=""9781250768728""",0,4.09,Tordotcom,Paperback,199.0,2021,2021.0,,2025/02/16,to-read,to-read (#164),to-read,0,0,Elder Race,,
57748116,Satan's Affair,H.D. Carlton,"Carlton, H.D.",,"=""""","=""""",3,3.71,Independently Published,Kindle Edition,197.0,2021,2021.0,2025/02/16,2025/02/16,,,read,1,0,Satan's Affair,Cat and Mouse,0.5
59023378,Wool,Hugh Howey,"Howey, Hugh",,"=""""","=""""",4,4.23,John Joseph Adams/Houghton Mifflin Harcourt,ebook,584.0,2020,2012.0,2025/02/14,2024/01/29,,,read,1,0,Wool,Silo Trilogy,1
1934,Little Women,Louisa May Alcott,"Alcott, Louisa May","Regina Barreca, Grzegorz Komerski, Marta Fihel","=""""","=""""",0,4.17,Signet Classics,Mass Market Paperback,449.0,2004,1868.0,,2025/02/11,to-read,to-read (#163),to-read,0,0,Little Women,Little Women,1
26892110,The Library at Mount Char,Scott  Hawkins,"Hawkins, Scott",,"=""0553418629""","=""9780553418620""",0,4.06,Crown,Paperback,390.0,2016,2015.0,,2025/02/10,to-read,to-read (#162),to-read,0,0,The Library at Mount Char,,
34311452,Year One,Nora Roberts,"Roberts, Nora",,"=""1250122953""","=""9781250122957""",0,4.06,St. Martin's Press,Hardcover,419.0,2017,2017.0,,2025/02/07,to-read,to-read (#161),to-read,0,0,Year One,Chronicles of The One,1
56179338,All of Us Villains,Amanda Foody,"Foody, Amanda",C.L. Herman,"=""1250789257""","=""9781250789259""",0,3.85,Tor Teen,Hardcover,400.0,2021,2021.0,,2025/02/07,to-read,to-read (#160),to-read,0,0,All of Us Villains,All of Us Villains,1
20613761,Citizen: An American Lyric,Claudia Rankine,"Rankine, Claudia",,"=""1555976905""","=""9781555976903""",0,4.25,Graywolf Press,Paperback,169.0,2014,2014.0,,2025/02/06,to-read,to-read (#159),to-read,0,0,Citizen: An American Lyric,,
16086362,The Park Service,Ryan Winfield,"Winfield, Ryan",,"=""0988348209""","=""9780988348202""",0,3.73,Birch Paper Press,Paperback,338.0,2012,2012.0,,2025/02/03,to-read,to-read (#158),to-read,0,0,The Park Service,Park Service Trilogy,1
13928,Daughter of the Forest,Juliet Marillier,"Marillier, Juliet",,"=""""","=""""",0,4.29,Tom Doherty Associates,Mass Market Paperback,554.0,2002,1999.0,,2025/01/28,to-read,to-read (#157),to-read,0,0,Daughter of the Forest,Sevenwaters,1
209439446,Onyx Storm,Rebecca Yarros,"Yarros, Rebecca",,"=""1649374186""","=""9781649374189""",5,4.21,Red Tower Books,Hardcover,544.0,2025,2025.0,2025/01/27,2025/01/21,,,read,1,0,Onyx Storm,The Empyrean,3
50523477,The Jasmine Throne,Tasha Suri,"Suri, Tasha",,"=""0356515648""","=""9780356515649""",0,4.11,Orbit,Paperback,533.0,2021,2021.0,,2025/01/27,to-read,to-read (#156),to-read,0,0,The Jasmine Throne,The Burning Kingdoms,1
60568206,The Sun and the Void,Gabriela Romero Lacruz,"Lacruz, Gabriela Romero",,"=""0316336440""","=""9780316336444""",0,3.3,Orbit,Paperback,511.0,2023,2023.0,,2025/01/27,to-read,to-read (#155),to-read,0,0,The Sun and the Void,The Warring Gods,1
68428,Mistborn: The Final Empire,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",0,4.49,Tor Books,Hardcover,541.0,2006,2006.0,,2025/01/26,to-read,to-read (#154),to-read,0,0,Mistborn: The Final Empire,Mistborn,1
54513688,Realm Breaker,Victoria Aveyard,"Aveyard, Victoria",,"=""""","=""""",0,3.58,Orion Publishing,ebook,576.0,2021,2021.0,,2025/01/22,to-read,to-read (#153),to-read,0,0,Realm Breaker,Realm Breaker,1
61439818,Eden Rising,Shade Owens,"Owens, Shade",,"=""""","=""""",0,4.02,Red Raven Publishing,Kindle Edition,419.0,2022,,,2025/01/19,to-read,to-read (#152),to-read,0,0,Eden Rising,The Dark Sanctuary,1
10108463,The Devil All the Time,Donald Ray Pollock,"Pollock, Donald Ray",,"=""038553504X""","=""9780385535045""",0,4.14,Doubleday,Hardcover,261.0,2011,2011.0,,2025/01/16,to-read,to-read (#151),to-read,0,0,The Devil All the Time,,
50659467,A Court of Thorns and Roses,Sarah J. Maas,"Maas, Sarah J.",,"=""1635575567""","=""9781635575569""",5,4.16,Bloomsbury Publishing,Paperback,419.0,2020,2015.0,,2024/02/01,,,read,1,0,A Court of Thorns and Roses,A Court of Thorns and Roses,1
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",5,4.42,Ballantine Books,Hardcover,384.0,2014,2011.0,2025/01/14,2024/01/29,,,read,1,0,The Martian,,
65213595,Starling House,Alix E. Harrow,"Harrow, Alix E.",,"=""1250799058""","=""9781250799050""",0,3.79,Tor Books,Hardcover,320.0,2023,2023.0,,2025/01/14,to-read,to-read (#150),to-read,0,0,Starling House,,
90202302,Iron Flame,Rebecca Yarros,"Yarros, Rebecca",,"=""1649374178""","=""9781649374172""",5,4.36,Entangled: Red Tower Books,Hardcover,623.0,2023,2023.0,2024/04/02,2024/01/29,,,read,2,0,Iron Flame,The Empyrean,2
11438,What We Talk About When We Talk About Love,Raymond Carver,"Carver, Raymond",,"=""0679723056""","=""9780679723059""",0,4.01,Vintage Books,Paperback,159.0,1989,1981.0,,2025/01/10,currently-reading,currently-reading (#2),currently-reading,1,0,What We Talk About When We Talk About Love,,
195790847,A Sorceress Comes to Call,T. Kingfisher,"Kingfisher, T.",,"=""1250244072""","=""9781250244079""",0,4.05,Tor Books,Hardcover,321.0,2024,2024.0,,2024/11/15,to-read,to-read (#149),to-read,0,0,A Sorceress Comes to Call,,
199798006,We Used to Live Here,Marcus Kliewer,"Kliewer, Marcus",,"=""1982198788""","=""9781982198787""",0,3.64,Atria/Emily Bestler Books,Hardcover,312.0,2024,2024.0,,2024/11/15,to-read,to-read (#148),to-read,0,0,We Used to Live Here,,
209741142,Anathema,Keri Lake,"Lake, Keri",,"=""""","=""""",0,4.23,,Unknown Binding,690.0,2024,2024.0,,2024/10/30,to-read,to-read (#147),to-read,0,0,Anathema,The Eating Woods,1
55338982,Cultish: The Language of Fanaticism,Amanda Montell,"Montell, Amanda",,"=""0062993151""","=""9780062993151""",0,3.81,Harper,Hardcover,309.0,2021,2021.0,,2024/10/10,to-read,to-read (#146),to-read,0,0,Cultish: The Language of Fanaticism,,
123349658,Rain of Shadows and Endings,Melissa K. Roehrich,"Roehrich, Melissa K.",,"=""""","=""""",0,3.99,,Kindle Edition,670.0,2023,2023.0,,2024/09/26,to-read,to-read (#145),to-read,0,0,Rain of Shadows and Endings,,
205899692,The Story Collector,Evie  Woods,"Woods, Evie",Evie Gaughan,"=""0008706662""","=""9780008706661""",0,4.0,One More Chapter,Kindle Edition,358.0,2024,2018.0,,2024/09/12,to-read,to-read (#144),to-read,0,0,The Story Collector,,
58733693,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204150""","=""9780063204157""",0,4.36,Ecco,Hardcover,368.0,2022,2022.0,,2024/09/12,to-read,to-read (#143),to-read,0,0,Remarkably Bright Creatures,,
136251,Harry Potter and the Deathly Hallows,J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",0,4.62,Arthur A. Levine Books,Hardcover,759.0,2007,2007.0,,2024/01/29,currently-reading,currently-reading (#1),currently-reading,1,0,Harry Potter and the Deathly Hallows,Harry Potter,7
113436,Eragon,Christopher Paolini,"Paolini, Christopher",,"=""0375826696""","=""9780375826696""",0,3.96,Alfred A. Knopf,Paperback,503.0,2005,2002.0,,2024/09/07,to-read,to-read (#142),to-read,0,0,Eragon,The Inheritance Cycle,1
1,Harry Potter and the Half-Blood Prince,J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.58,Scholastic Inc,Paperback,652.0,2006,2005.0,2024/09/05,2024/01/29,,,read,1,0,Harry Potter and the Half-Blood Prince,Harry Potter,6
2,Harry Potter and the Order of the Phoenix,J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.5,Scholastic Inc.,Paperback,870.0,2004,2003.0,2024/08/31,2024/01/29,,,read,1,0,Harry Potter and the Order of the Phoenix,Harry Potter,5
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""""","=""9780385534635""",0,4.0,Doubleday,Hardcover,506.0,2011,2011.0,,2024/08/25,to-read,to-read (#141),to-read,0,0,The Night Circus,,
43352954,This Is How You Lose the Time War,Amal El-Mohtar,"El-Mohtar, Amal",Max Gladstone,"=""""","=""""",0,3.85,Saga Press,ebook,209.0,2019,2019.0,,2024/08/25,to-read,to-read (#140),to-read,0,0,This Is How You Lose the Time War,,
6,Harry Potter and the Goblet of Fire,J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439139597""","=""9780439139595""",5,4.57,Scholastic,Paperback,734.0,2002,2000.0,2024/08/24,2024/01/29,,,read,1,0,Harry Potter and the Goblet of Fire,Harry Potter,4
16126596,The People in the Trees,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385536771""","=""9780385536776""",0,3.73,Doubleday,Hardcover,369.0,2013,2013.0,,2024/08/22,to-read,to-read (#139),to-read,0,0,The People in the Trees,,
5,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",5,4.58,Scholastic Inc.,Mass Market Paperback,547.0,2004,1999.0,2024/08/19,2024/01/29,,,read,1,0,Harry Potter and the Prisoner of Azkaban,Harry Potter,3
42844108,The Giver,Lois Lowry,"Lowry, Lois",,"=""""","=""""",4,4.12,Clarion Books,Kindle Edition,239.0,2018,1993.0,2024/08/18,2024/01/29,,,read,1,0,The Giver,The Giver,1
17383543,Allegiant,Veronica Roth,"Roth, Veronica",,"=""0062209272""","=""9780062209276""",4,3.6,Katherine Tegen Books,Kindle Edition,329.0,2013,2013.0,,2024/07/03,,,read,2,0,Allegiant,Divergent,3
62066104,I Hope This Finds You Well,Natalie Sue,"Sue, Natalie",,"=""006332038X""","=""9780063320383""",0,3.74,William Morrow,Kindle Edition,349.0,2024,2024.0,,2024/08/15,to-read,to-read (#138),to-read,0,0,I Hope This Finds You Well,,
40495148,Blindness,José Saramago,"Saramago, José",Giovanni Pontiero,"=""""","=""""",0,4.18,Mariner Books,Kindle Edition,349.0,2013,1995.0,,2024/08/09,to-read,to-read (#137),to-read,0,0,Blindness,,
18693763,Everything I Never Told You,Celeste Ng,"Ng, Celeste",,"=""159420571X""","=""9781594205712""",0,3.83,Penguin Press,Hardcover,297.0,2014,2014.0,,2024/08/07,to-read,to-read (#136),to-read,0,0,Everything I Never Told You,,
5886881,Dark Places,Gillian Flynn,"Flynn, Gillian",,"=""0307341569""","=""9780307341563""",0,3.94,Shaye Areheart Books,Hardcover,424.0,2009,2009.0,,2024/08/07,to-read,to-read (#135),to-read,0,0,Dark Places,,
25733573,Reasons to Stay Alive,Matt Haig,"Haig, Matt",,"=""0143128728""","=""9780143128724""",0,4.06,Penguin Life,Paperback,256.0,2016,2015.0,,2024/08/01,to-read,to-read (#134),to-read,0,0,Reasons to Stay Alive,,
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""0571268862""","=""9780571268863""",0,4.05,Harper Perennial Modern Classics,Paperback,294.0,2006,1963.0,,2024/07/23,to-read,to-read (#133),to-read,0,0,The Bell Jar,,
7171637,Clockwork Angel,Cassandra Clare,"Clare, Cassandra",,"=""1416975861""","=""9781416975861""",0,4.31,Margaret K. McElderry Books,Hardcover,479.0,2010,2010.0,,2024/07/14,to-read,to-read (#132),to-read,0,0,Clockwork Angel,The Infernal Devices,1
25446343,Muse of Nightmares,Laini Taylor,"Taylor, Laini",,"=""0316341711""","=""9780316341714""",0,4.41,"Little, Brown Books for Young Readers",Hardcover,514.0,2018,2018.0,,2024/07/13,to-read,to-read (#131),to-read,0,0,Muse of Nightmares,Strange the Dreamer,2
28449207,Strange the Dreamer,Laini Taylor,"Taylor, Laini",,"=""0316341681""","=""9780316341684""",0,4.28,"Little, Brown Books for Young Readers",Hardcover,532.0,2017,2017.0,,2024/07/13,to-read,to-read (#130),to-read,0,0,Strange the Dreamer,Strange the Dreamer,1
15881,Harry Potter and the Chamber of Secrets,J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",4,4.43,Arthur A. Levine Books,Hardcover,352.0,1999,1998.0,2024/07/10,2024/01/29,,,read,2,0,Harry Potter and the Chamber of Secrets,Harry Potter,2
11735983,Insurgent,Veronica Roth,"Roth, Veronica",,"=""0007442912""","=""9780007442911""",4,3.96,HarperCollins Children's Books,Hardcover,525.0,2012,2012.0,2024/07/03,2024/06/28,,,read,1,0,Insurgent,Divergent,2
6339664,"Hush, Hush",Becca Fitzpatrick,"Fitzpatrick, Becca",,"=""1416989412""","=""9781416989417""",4,3.92,Simon & Schuster,Hardcover,391.0,2009,2009.0,,2024/02/01,,,read,1,0,"Hush, Hush","Hush, Hush",1
7791997,Crescendo,Becca Fitzpatrick,"Fitzpatrick, Becca",,"=""1416989439""","=""9781416989431""",4,3.98,Simon & Schuster,Hardcover,427.0,2010,2010.0,,2024/02/01,,,read,1,0,Crescendo,"Hush, Hush",2
5152478,Wintergirls,Laurie Halse Anderson,"Anderson, Laurie Halse",,"=""067001110X""","=""9780670011100""",4,3.96,Viking Books for Young Readers,Hardcover,278.0,2009,2009.0,,2024/02/03,,,read,1,0,Wintergirls,,
131267546,To Kill a Mockingbrd,Harper Lee,"Lee, Harper",,"=""""","=""""",5,4.26,Efinito,Hardcover,300.0,2022,1960.0,,2024/02/25,,,read,1,0,To Kill a Mockingbrd,,
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",5,3.8,Back Bay Books,Paperback,277.0,2001,1951.0,,2024/02/25,,,read,1,0,The Catcher in the Rye,,
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""""","=""""",5,4.24,MTV Books/Pocket Books,Hardcover,213.0,1999,2009.0,,2024/02/25,,,read,1,0,The Perks of Being a Wallflower,,
28132722,Harry Potter and the Sorcerer's Stone,J.K. Rowling,"Rowling, J.K.",Olly Moss,"=""""","=""""",4,4.47,Pottermore from J.K. Rowling,ebook,309.0,2015,1997.0,2024/07/02,2024/01/29,,,read,1,0,Harry Potter and the Sorcerer's Stone,Harry Potter,1
202507554,When the Moon Hatched,Sarah A. Parker,"Parker, Sarah A.",,"=""""","=""""",0,4.0,,Kindle Edition,718.0,2024,2024.0,,2024/06/30,to-read,to-read (#129),to-read,0,0,When the Moon Hatched,Moonfall,1
9717320,Divergent,Veronica Roth,"Roth, Veronica",,"=""""","=""""",3,4.13,Katherine Tegen Books,ebook,342.0,2011,2011.0,2024/06/28,2024/06/09,,,read,1,0,Divergent,Divergent,1
131036965,Forsaken Mate,Vasilisa Drake,"Drake, Vasilisa",,"=""""","=""""",0,3.76,,Kindle Edition,249.0,2023,,,2024/06/27,to-read,to-read (#128),to-read,0,0,Forsaken Mate,Shifted Fates,1
199420138,Gleam,Raven Kennedy,"Kennedy, Raven",,"=""1464224439""","=""9781464224430""",5,4.38,Bloom Books,Paperback,784.0,2024,2021.0,2024/06/24,2024/06/15,,,read,1,0,Gleam,The Plated Prisoner,3
17210598,The Bunker Diary,Kevin Brooks,"Brooks, Kevin",,"=""0141326123""","=""9780141326122""",0,3.8,Penguin,Paperback,268.0,2013,2013.0,,2024/06/24,to-read,to-read (#127),to-read,0,0,The Bunker Diary,,
40471,Outer Dark,Cormac McCarthy,"McCarthy, Cormac",,"=""0330314920""","=""9780330314923""",0,3.89,Picador,Paperback,256.0,2007,1968.0,,2024/06/24,to-read,to-read (#126),to-read,0,0,Outer Dark,,
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""1400078776""","=""9781400078776""",0,3.85,Vintage Books ,Paperback,288.0,2010,2005.0,,2024/06/24,to-read,to-read (#125),to-read,0,0,Never Let Me Go,,
60310757,Lightlark,Alex Aster,"Aster, Alex",,"=""1419760866""","=""9781419760860""",0,3.85,Harry N. Abrams,Hardcover,416.0,2022,2022.0,,2024/06/23,to-read,to-read (#124),to-read,0,0,Lightlark,Lightlark,1
123471760,Spark of the Everflame,Penn Cole,"Cole, Penn",,"=""""","=""""",0,4.18,,Kindle Edition,438.0,2023,2023.0,,2024/06/22,to-read,to-read (#123),to-read,0,0,Spark of the Everflame,Kindred's Curse,1
