Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,Read Count,Owned Copies,Book Title,Series Name,Series Number
1584974,Lord of the Fading Lands,C.L. Wilson,"Wilson, C.L.",,"=""0843959770""","=""9780843959772""",0,3.95,Dorchester Pub Co Inc,Paperback,406.0,2007,2007.0,,2024/06/21,to-read,to-read (#122),to-read,0,0,Lord of the Fading Lands,Tairen Soul,1
11387515,Wonder,R.J. Palacio,"Palacio, R.J.",,"=""0375869026""","=""9780375869020""",0,4.36,Alfred A. Knopf,Hardcover,315.0,2012,2012.0,,2024/06/18,to-read,to-read (#121),to-read,0,0,Wonder,Wonder,1
196864520,Butcher & Blackbird,Brynne Weaver,"Weaver, Brynne",,"=""""","=""9798857497074""",0,4.02,Independently Published,Paperback,360.0,2023,2023.0,,2024/06/16,to-read,to-read (#120),to-read,0,0,Butcher & Blackbird,The Ruinous Love Trilogy,1
61116344,Glint,Raven Kennedy,"Kennedy, Raven",,"=""1405955058""","=""9781405955058""",5,4.15,Penguin,Kindle Edition,469.0,2022,2021.0,2024/06/15,2024/06/12,,,read,1,0,Glint,Plated Prisoner,2
56212081,Gild,Raven Kennedy,"Kennedy, Raven",,"=""8691989076""","=""9788691989071""",4,3.6,Independently published,Paperback,386.0,2020,2020.0,2024/06/12,2024/03/11,,,read,1,0,Gild,The Plated Prisoner,1
54102531,The Nickel Boys,Colson Whitehead,"Whitehead, Colson",,"=""""","=""""",5,4.25,Anchor ,Kindle Edition,210.0,2019,2019.0,2024/06/10,2024/05/23,,,read,1,0,The Nickel Boys,,
2113260,Shades of Grey,Jasper Fforde,"Fforde, Jasper",,"=""0670019631""","=""9780670019632""",0,4.15,Viking,Hardcover,390.0,2009,2009.0,,2024/06/09,to-read,to-read (#119),to-read,0,0,Shades of Grey,Shades of Grey,1
35900387,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,"=""0008172145""","=""9780008172145""",0,4.23,HarperCollins GB,Paperback,390.0,2018,2017.0,,2024/06/09,to-read,to-read (#118),to-read,0,0,Eleanor Oliphant Is Completely Fine,,
59820919,City of Gods and Monsters,Kayla   Edwards,"Edwards, Kayla",,"=""1777880734""","=""9781777880736""",0,3.79,,ebook,760.0,2022,2022.0,,2024/06/08,to-read,to-read (#117),to-read,0,0,City of Gods and Monsters,House of Devils,1
58210349,How High We Go in the Dark,Sequoia Nagamatsu,"Nagamatsu, Sequoia",,"=""0063072653""","=""9780063072657""",5,3.82,William Morrow Paperbacks,Paperback,292.0,2023,2022.0,2024/06/07,2024/05/23,,,read,1,0,How High We Go in the Dark,,
50269327,Earthlings,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""1783785675""","=""9781783785674""",0,3.6,Granta Books,Hardcover,247.0,2020,2018.0,,2024/05/30,to-read,to-read (#116),to-read,0,0,Earthlings,,
20344877,We Are All Completely Fine,Daryl Gregory,"Gregory, Daryl",,"=""1616961716""","=""9781616961718""",0,3.74,Tachyon Publications,Paperback,182.0,2014,2014.0,,2024/05/30,to-read,to-read (#115),to-read,0,0,We Are All Completely Fine,,
33124137,Pet Sematary,Stephen        King,"King, Stephen",,"=""""","=""""",0,4.08,Scribner,Kindle Edition,580.0,2014,1983.0,,2024/05/30,to-read,to-read (#114),to-read,0,0,Pet Sematary,,
25852828,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0804172706""","=""9780804172707""",5,4.29,Vintage,Paperback,816.0,2016,2015.0,2024/05/29,2024/01/29,,,read,1,0,A Little Life,,
44890081,My Dark Vanessa,Kate Elizabeth Russell,"Russell, Kate Elizabeth",,"=""006294150X""","=""9780062941503""",0,4.1,William Morrow,Hardcover,373.0,2020,2020.0,,2024/05/28,to-read,to-read (#113),to-read,0,0,My Dark Vanessa,,
57739876,To Paradise,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385547935""","=""9780385547932""",0,3.74,Doubleday,Hardcover,720.0,2022,2022.0,,2024/05/28,to-read,to-read (#112),to-read,0,0,To Paradise,,
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",0,4.16,Vintage Books,Paperback,559.0,2004,1992.0,,2024/05/28,to-read,to-read (#111),to-read,0,0,The Secret History,,
5211,A Fine Balance,Rohinton Mistry,"Mistry, Rohinton",,"=""140003065X""","=""9781400030651""",0,4.38,Vintage,Paperback,603.0,1997,1995.0,,2024/05/28,to-read,to-read (#110),to-read,0,0,A Fine Balance,,
33253215,The Heart's Invisible Furies,John Boyne,"Boyne, John",,"=""""","=""""",0,4.51,Hogarth Press,Hardcover,582.0,2017,2017.0,,2024/05/28,to-read,to-read (#109),to-read,0,0,The Heart's Invisible Furies,,
60194162,Demon Copperhead,Barbara Kingsolver,"Kingsolver, Barbara",,"=""""","=""""",0,4.47,Harper,Hardcover,560.0,2022,2022.0,,2024/05/28,to-read,to-read (#108),to-read,0,0,Demon Copperhead,,
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""0525562028""","=""9780525562023""",0,4.02,Penguin Press,Hardcover,246.0,2019,2019.0,,2024/05/28,to-read,to-read (#107),to-read,0,0,On Earth We're Briefly Gorgeous,,
99561,Looking for Alaska,John Green,"Green, John",,"=""1435249151""","=""9781435249158""",0,3.96,Speak,Paperback,221.0,2006,2005.0,,2024/02/01,,,read,1,0,Looking for Alaska,,
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""0316055433""","=""9780316055437""",0,3.96,"Little, Brown",Hardcover,771.0,2013,2013.0,,2024/05/28,to-read,to-read (#106),to-read,0,0,The Goldfinch,,
227711,I Know This Much Is True,Wally Lamb,"Lamb, Wally",,"=""0060987561""","=""9780060987565""",0,4.21,HarpPeren,Paperback,897.0,1999,1998.0,,2024/05/23,to-read,to-read (#105),to-read,0,0,I Know This Much Is True,,
12875258,Tell the Wolves I'm Home,Carol Rifka Brunt,"Brunt, Carol Rifka",,"=""0679644199""","=""9780679644194""",0,4.03,Random House,Hardcover,360.0,2012,2012.0,,2024/05/20,to-read,to-read (#104),to-read,0,0,Tell the Wolves I'm Home,,
59986018,The Book of Azrael,Amber V. Nicole,"Nicole, Amber V.",,"=""""","=""""",0,4.12,Rose and Star Publishing,Kindle Edition,572.0,2022,2022.0,2024/05/13,2024/03/11,,,read,1,0,The Book of Azrael,Gods & Monsters,1
36121086,Saving Noah,Lucinda Berry,"Berry, Lucinda",,"=""""","=""""",0,3.91,Rise Press,ebook,259.0,2017,2017.0,,2024/04/18,to-read,to-read (#103),to-read,0,0,Saving Noah,,
62343413,No One Rides For Free,Judith Sonnet,"Sonnet, Judith",,"=""""","=""""",0,2.73,,Kindle Edition,76.0,2022,2022.0,,2024/04/16,to-read,to-read (#102),to-read,0,0,No One Rides For Free,,
43575115,The Starless Sea,Erin Morgenstern,"Morgenstern, Erin",,"=""038554121X""","=""9780385541213""",0,3.84,Doubleday,Hardcover,498.0,2019,2019.0,,2024/04/12,to-read,to-read (#101),to-read,0,0,The Starless Sea,,
18505792,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255665""","=""9780062255662""",0,4.02,William Morrow,Paperback,195.0,2014,2013.0,,2024/04/12,to-read,to-read (#100),to-read,0,0,The Ocean at the End of the Lane,,
195580026,Brutal Prince,Sophie Lark,"Lark, Sophie",,"=""""","=""""",0,3.74,,Kindle Edition,376.0,2023,2020.0,,2024/04/12,to-read,to-read (#99),to-read,0,0,Brutal Prince,Brutal Birthright,1
55868456,The Spear Cuts Through Water,Simon Jimenez,"Jimenez, Simon",,"=""0593156595""","=""9780593156599""",0,4.16,Del Rey,Hardcover,525.0,2022,2022.0,,2024/04/12,to-read,to-read (#98),to-read,0,0,The Spear Cuts Through Water,,
58132544,A River Enchanted,Rebecca   Ross,"Ross, Rebecca",,"=""0063055988""","=""9780063055988""",0,4.07,Harper Voyager,Hardcover,480.0,2022,2022.0,,2024/04/05,to-read,to-read (#97),to-read,0,0,A River Enchanted,Elements of Cadence,1
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",5,4.22,Bloomsbury,Hardcover,272.0,2020,2020.0,2024/04/05,2024/01/29,,,read,1,0,Piranesi,,
363783,Daughter of the Blood,Anne Bishop,"Bishop, Anne",,"=""0451461487""","=""9780451461483""",0,4.03,Ace,Paperback,384.0,2007,1998.0,,2024/04/04,to-read,to-read (#96),to-read,0,0,Daughter of the Blood,The Black Jewels,1
60748,"A Child Called ""It""",Dave Pelzer,"Pelzer, Dave",,"=""""","=""""",0,4.14,Health Communications Inc,Paperback,184.0,1995,1995.0,,2024/04/02,,,read,1,0,"A Child Called ""It""",Dave Pelzer,1
37781,Things Fall Apart,Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",0,3.74,Anchor Books,Paperback,215.0,1994,1958.0,,2024/01/29,,,read,1,0,Things Fall Apart,The African Trilogy,1
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Otto H. Frank, Mirjam Pressler, Barbara Mooyaart-Doubleday, Γιάννης Θωμόπουλος, Susan Massotty, Eleanor Roosevelt","=""""","=""""",0,4.2,Bantam,Mass Market Paperback,283.0,1993,1947.0,,2024/04/02,,,read,1,0,The Diary of a Young Girl,,
149267,The Stand,Stephen        King,"King, Stephen",Bernie Wrightson,"=""""","=""""",0,4.35,Doubleday Books,Hardcover,1152.0,1990,1978.0,,2024/04/02,to-read,to-read (#95),to-read,0,0,The Stand,,
2956,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark","Guy Cardwell, E.W. Kemble, John Seelye, Walter Trier, Tom Wilson, William Little Hughes","=""0142437174""","=""9780142437179""",0,3.83,Penguin Classics,Paperback,327.0,2002,1884.0,,2024/04/02,,,read,1,0,The Adventures of Huckleberry Finn,,
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",0,3.83,Penguin Classics ,Paperback,541.0,2006,-700.0,,2024/04/02,,,read,1,0,The Odyssey,,
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,"=""0670532576""","=""9780670532575""",0,4.14,Puffin Books (US/CAN),Mass Market Paperback,208.0,1997,1967.0,,2024/04/02,,,read,1,0,The Outsiders,,
2998,The Secret Garden,Frances Hodgson Burnett,"Burnett, Frances Hodgson",,"=""0517189607""","=""9780517189603""",0,4.17,Children's Classics,Hardcover,331.0,1998,1911.0,,2024/04/02,,,read,1,0,The Secret Garden,,
24178,Charlotte’s Web,E.B. White,"White, E.B.","Garth Williams, Rosemary Wells","=""0064410935""","=""9780064410939""",0,4.21,HarperCollinsPublishers,Paperback,184.0,2001,1952.0,,2024/04/02,,,read,1,0,Charlotte’s Web,,
370493,The Giving Tree,Shel Silverstein,"Silverstein, Shel",,"=""0060256656""","=""9780060256654""",0,4.38,HarperCollins Publishers,Hardcover,64.0,1964,1964.0,,2024/04/02,,,read,1,0,The Giving Tree,,
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",0,4.25,William Morrow Paperbacks,Mass Market Paperback,491.0,2006,1990.0,,2024/04/02,to-read,to-read (#94),to-read,0,0,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",,
6320534,Under the Dome,Stephen        King,"King, Stephen",,"=""1439148503""","=""9781439148501""",0,3.93,Scribner,Hardcover,1074.0,2009,2009.0,,2024/03/30,to-read,to-read (#93),to-read,0,0,Under the Dome,,
204624472,The Veiled Kingdom,Holly Renee,"Renee, Holly",,"=""""","=""""",0,3.81,,Kindle Edition,364.0,2024,2024.0,,2024/03/28,to-read,to-read (#92),to-read,0,0,The Veiled Kingdom,The Veiled Kingdom,1
7157310,Rot & Ruin,Jonathan Maberry,"Maberry, Jonathan",,"=""1442402326""","=""9781442402324""",0,4.1,Simon & Schuster Books For Young Readers,Hardcover,458.0,2010,2010.0,,2024/03/28,,,read,1,0,Rot & Ruin,Rot & Ruin,1
2820533,Deadly Little Secret,Laurie Faria Stolarz,"Stolarz, Laurie Faria",,"=""1423111443""","=""9781423111443""",0,3.86,Hyperion,Hardcover,252.0,2008,2008.0,,2024/03/28,,,read,1,0,Deadly Little Secret,Touch,1
2273246,Dead Is the New Black,Marlene Perez,"Perez, Marlene",,"=""0152064087""","=""9780152064082""",0,3.97,Clarion Books,Paperback,190.0,2008,2008.0,,2024/03/28,,,read,1,0,Dead Is the New Black,Dead Is,1
58988311,Curse of Shadows and Thorns,L.J. Andrews,"Andrews, L.J.",,"=""""","=""""",0,4.0,Bowker,Paperback,348.0,2021,2021.0,,2024/03/25,to-read,to-read (#91),to-read,0,0,Curse of Shadows and Thorns,The Broken Kingdoms,1
46261182,The Awakening,Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,3.82,Dark Ink Publishing,Kindle Edition,436.0,2019,2019.0,,2024/03/25,to-read,to-read (#90),to-read,0,0,The Awakening,Zodiac Academy,1
27883214,Caraval,Stephanie Garber,"Garber, Stephanie",,"=""1250095255""","=""9781250095251""",0,3.97,Flatiron Books,Hardcover,407.0,2017,2016.0,,2024/03/21,to-read,to-read (#89),to-read,0,0,Caraval,Caraval,1
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",0,3.98,Viking,Hardcover,288.0,2020,2020.0,,2024/03/20,to-read,to-read (#88),to-read,0,0,The Midnight Library,,
45047384,The House in the Cerulean Sea,T.J. Klune,"Klune, T.J.",,"=""""","=""""",0,4.37,Tor Books,Kindle Edition,394.0,2020,2020.0,,2024/03/20,to-read,to-read (#87),to-read,0,0,The House in the Cerulean Sea,Cerulean Chronicles,1
56179377,Nettle & Bone,T. Kingfisher,"Kingfisher, T.",,"=""1250244048""","=""9781250244048""",0,4.08,Tor Books,Hardcover,243.0,2022,2022.0,,2024/03/20,to-read,to-read (#86),to-read,0,0,Nettle & Bone,,
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",0,4.3,Houghton Mifflin,Paperback,366.0,2002,1937.0,,2024/03/20,,,read,1,0,"The Hobbit, or There and Back Again",,
13496,A Game of Thrones,George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",0,4.45,Bantam,Mass Market Paperback,835.0,2005,1996.0,,2024/03/20,to-read,to-read (#85),to-read,0,0,A Game of Thrones,A Song of Ice and Fire,1
75712384,Bonded by Thorns,Elizabeth Helen,"Helen, Elizabeth",,"=""1738827909""","=""9781738827909""",0,3.92,Luna Fox Press,Kindle Edition,348.0,2023,2023.0,,2024/03/20,to-read,to-read (#84),to-read,0,0,Bonded by Thorns,Beasts of the Briar,1
131968668,Ruthless Enemy,Marion Blackwood,"Blackwood, Marion",,"=""9198802461""","=""9789198802467""",0,3.99,Black Dagger Publishing,Paperback,316.0,2023,2023.0,,2024/03/18,to-read,to-read (#83),to-read,0,0,Ruthless Enemy,Ruthless Enemy,1
52373510,Gone to See the River Man,Kristopher Triana,"Triana, Kristopher",,"=""""","=""""",0,3.65,Cemetery Dance Publications,Kindle Edition,182.0,2020,2020.0,,2024/03/16,to-read,to-read (#82),to-read,0,0,Gone to See the River Man,,
35396201,The Black Farm,Elias Witherow,"Witherow, Elias",,"=""""","=""""",0,3.91,,Kindle Edition,325.0,2017,2017.0,,2024/03/16,to-read,to-read (#81),to-read,0,0,The Black Farm,The Black Farm,1
18652002,The Bees,Laline Paull,"Paull, Laline",,"=""0062331159""","=""9780062331151""",5,3.71,Ecco,Hardcover,340.0,2014,2014.0,2024/03/15,2024/01/29,,,read,1,0,The Bees,,
62977071,Fear the Flames,Olivia Rose Darling,"Darling, Olivia Rose",,"=""""","=""""",0,3.76,,Kindle Edition,586.0,2022,2022.0,,2024/03/11,to-read,to-read (#80),to-read,0,0,Fear the Flames,Fear the Flames,1
58650445,Heavenly Bodies,Imani Erriu,"Erriu, Imani",,"=""""","=""""",0,3.99,,Paperback,619.0,2022,2022.0,,2024/03/11,to-read,to-read (#79),to-read,0,0,Heavenly Bodies,Heavenly Bodies,1
60109530,Keep It in the Family,John Marrs,"Marrs, John",,"=""1542017289""","=""9781542017282""",0,4.07,Thomas & Mercer,Kindle Edition,380.0,2022,2022.0,,2024/03/08,to-read,to-read (#78),to-read,0,0,Keep It in the Family,,
49090884,Tender Is the Flesh,Agustina Bazterrica,"Bazterrica, Agustina",Sarah Moses,"=""""","=""""",0,3.78,Scribner,Paperback,209.0,2020,2017.0,,2024/03/06,to-read,to-read (#77),to-read,0,0,Tender Is the Flesh,,
17571466,The Troop,Nick Cutter,"Cutter, Nick",,"=""1476717710""","=""9781476717715""",0,3.83,Gallery Books,Hardcover,358.0,2014,2014.0,,2024/03/06,to-read,to-read (#76),to-read,0,0,The Troop,,
7159515,Still Missing,Chevy Stevens,"Stevens, Chevy",,"=""0312595670""","=""9780312595678""",0,4.0,St. Martin's Press,Hardcover,342.0,2010,2010.0,,2024/03/06,to-read,to-read (#75),to-read,0,0,Still Missing,,
21726,The Ruins,Scott        Smith,"Smith, Scott",,"=""1400043875""","=""9781400043873""",0,3.69,Alfred A. Knopf,Hardcover,336.0,2006,2006.0,,2024/03/06,to-read,to-read (#74),to-read,0,0,The Ruins,,
345627,Vampire Academy,Richelle Mead,"Mead, Richelle",,"=""159514174X""","=""9781595141743""",0,4.1,Razorbill,Paperback,332.0,2007,2007.0,,2024/03/05,to-read,to-read (#73),to-read,0,0,Vampire Academy,Vampire Academy,1
10194157,Shadow and Bone,Leigh Bardugo,"Bardugo, Leigh",,"=""1250048117""","=""9781250048110""",0,3.92,Henry Holt & Company,Hardcover,358.0,2012,2012.0,,2024/03/05,to-read,to-read (#72),to-read,0,0,Shadow and Bone,Shadow and Bone,1
256683,City of Bones,Cassandra Clare,"Clare, Cassandra",,"=""1416914285""","=""9781416914280""",0,4.07,Margaret K. McElderry Books,Hardcover,485.0,2007,2007.0,,2024/03/05,to-read,to-read (#71),to-read,0,0,City of Bones,The Mortal Instruments,1
22328546,Red Queen,Victoria Aveyard,"Aveyard, Victoria",,"=""0062310631""","=""9780062310637""",0,3.98,HarperTeen,Hardcover,388.0,2015,2015.0,,2024/03/05,to-read,to-read (#70),to-read,0,0,Red Queen,Red Queen,1
10576365,The Darkest Minds,Alexandra Bracken,"Bracken, Alexandra",,"=""1423157370""","=""9781423157373""",0,4.15,Disney Hyperion,Hardcover,488.0,2012,2012.0,,2024/03/05,to-read,to-read (#69),to-read,0,0,The Darkest Minds,The Darkest Minds,1
42265183,The Beautiful,Renée Ahdieh,"Ahdieh, Renée",,"=""1524738174""","=""9781524738174""",0,3.65,G.P. Putnam's Sons Books for Young Readers,Hardcover,425.0,2019,2019.0,,2024/03/05,to-read,to-read (#68),to-read,0,0,The Beautiful,The Beautiful,1
23203252,A Shadow Bright and Burning,Jessica Cluess,"Cluess, Jessica",,"=""0553535919""","=""9780553535914""",0,3.73,Random House BFYR,Library Binding,416.0,2016,2016.0,,2024/03/05,to-read,to-read (#67),to-read,0,0,A Shadow Bright and Burning,Kingdom on Fire,1
28187,The Lightning Thief,Rick Riordan,"Riordan, Rick",,"=""0786838655""","=""9780786838653""",0,4.31,Disney Hyperion Books,Paperback,377.0,2006,2005.0,,2024/03/04,,,read,1,0,The Lightning Thief,Percy Jackson and the Olympians,1
688191,Everlost,Neal Shusterman,"Shusterman, Neal",,"=""0689872372""","=""9780689872372""",0,3.96,Simon & Schuster Books for Young Readers,Hardcover,320.0,2006,2006.0,,2024/03/04,,,read,1,0,Everlost,The Skinjacker Trilogy,1
764347,Unwind,Neal Shusterman,"Shusterman, Neal",,"=""""","=""""",0,4.17,Simon & Schuster Books for Young Readers,Hardcover,337.0,2007,2007.0,,2024/03/04,,,read,1,0,Unwind,Unwind,1
3975774,Evermore,Alyson Noel,"Noel, Alyson",,"=""031253275X""","=""9780312532758""",0,3.6,St. Martin's Griffin,Paperback,301.0,2009,2009.0,,2024/03/04,,,read,1,0,Evermore,The Immortals,1
30183,Marked,P.C. Cast,"Cast, P.C.",Kristin Cast,"=""0312360266""","=""9780312360269""",0,3.82,St. Martin's Press,Paperback,306.0,2007,2007.0,,2024/03/04,,,read,1,0,Marked,House of Night,1
1295102,Lock and Key,Sarah Dessen,"Dessen, Sarah",,"=""067001088X""","=""9780670010882""",0,3.99,Viking's Children's Books,Hardcover,432.0,2008,2008.0,,2024/03/04,,,read,1,0,Lock and Key,,
5664985,Along for the Ride,Sarah Dessen,"Dessen, Sarah",,"=""0670011940""","=""9780670011940""",0,4.03,Viking Books for Young Readers,Hardcover,383.0,2009,2009.0,,2024/03/04,,,read,1,0,Along for the Ride,,
22205,This Lullaby,Sarah Dessen,"Dessen, Sarah",,"=""0142501557""","=""9780142501559""",0,4.01,Speak,Paperback,345.0,2004,2002.0,,2024/03/04,,,read,1,0,This Lullaby,,
51738,Just Listen,Sarah Dessen,"Dessen, Sarah",,"=""0670061050""","=""9780670061051""",0,4.05,Viking Books,Hardcover,371.0,2006,2006.0,,2024/03/04,,,read,1,0,Just Listen,,
33290383,Let It Snow,John Green,"Green, John","Maureen Johnson, Lauren Myracle","=""""","=""""",0,3.66,Speak,Kindle Edition,353.0,2016,2008.0,,2024/03/04,,,read,1,0,Let It Snow,,
4374400,If I Stay,Gayle Forman,"Forman, Gayle",,"=""0525421033""","=""9780525421030""",0,3.91,Viking,Hardcover,208.0,2009,2009.0,,2024/03/04,,,read,1,0,If I Stay,If I Stay,1
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,3.99,HarperPerennial / Perennial Classics,Paperback,268.0,1998,1932.0,,2024/03/04,to-read,to-read (#66),to-read,0,0,Brave New World,,
2702704,Faefever,Karen Marie Moning,"Moning, Karen Marie",,"=""0385341636""","=""9780385341639""",0,4.28,Delacorte Press,Hardcover,327.0,2008,2008.0,,2024/03/04,to-read,to-read (#65),to-read,0,0,Faefever,Fever,3
59912428,Mad Honey,Jodi Picoult,"Picoult, Jodi",Jennifer Finney Boylan,"=""1984818384""","=""9781984818386""",0,4.07,Ballantine,Hardcover,464.0,2022,2022.0,,2024/03/04,to-read,to-read (#64),to-read,0,0,Mad Honey,,
52857700,House of Flame and Shadow,Sarah J. Maas,"Maas, Sarah J.",,"=""1681193094""","=""9781681193090""",4,4.22,Bloomsbury Publishing,ebook,835.0,2024,2024.0,2024/02/28,2024/01/29,,,read,1,0,House of Flame and Shadow,Crescent City,3
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,4.0,Alfred A. Knopf,Hardcover,241.0,2006,2006.0,,2024/02/27,to-read,to-read (#63),to-read,0,0,The Road,,
26032825,The Cruel Prince,Holly Black,"Black, Holly",,"=""0316310271""","=""9780316310277""",0,4.01,"Little, Brown Books for Young Readers",Hardcover,370.0,2018,2018.0,,2024/02/25,to-read,to-read (#62),to-read,0,0,The Cruel Prince,The Folk of the Air,1
44439416,Chapterhouse: Dune,Frank Herbert,"Herbert, Frank",,"=""0593098277""","=""9780593098271""",0,3.87,Ace,Paperback,609.0,2019,1985.0,,2024/02/17,to-read,to-read (#61),to-read,0,0,Chapterhouse: Dune,Dune,6
44492287,Heretics of Dune,Frank Herbert,"Herbert, Frank",,"=""0593098269""","=""9780593098264""",0,3.85,Ace,Paperback,669.0,2019,1984.0,,2024/02/17,to-read,to-read (#60),to-read,0,0,Heretics of Dune,Dune,5
44439415,God Emperor of Dune,Frank Herbert,"Herbert, Frank",,"=""0593098250""","=""9780593098257""",0,3.88,Ace,Paperback,587.0,2019,1981.0,,2024/02/17,to-read,to-read (#59),to-read,0,0,God Emperor of Dune,Dune,4
40132775,House of Sky and Breath,Sarah J. Maas,"Maas, Sarah J.",,"=""1408884429""","=""9781408884423""",5,4.43,Bloomsbury Publishing,Hardcover,805.0,2022,2022.0,2024/02/17,2024/01/29,,,read,1,0,House of Sky and Breath,Crescent City,2
38447,The Handmaid’s Tale,Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",0,4.15,Anchor Books,Paperback,311.0,1998,1985.0,,2024/02/11,to-read,to-read (#58),to-read,0,0,The Handmaid’s Tale,The Handmaid's Tale,1
18045891,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,"=""0297851535""","=""9780297851530""",0,4.01,Broadway Paperbacks,Paperback,254.0,2007,2006.0,,2024/02/11,to-read,to-read (#57),to-read,0,0,Sharp Objects,,
40604658,Jurassic Park,Michael Crichton,"Crichton, Michael",,"=""0307763056""","=""9780307763051""",0,4.13,Ballantine Books,Kindle Edition,466.0,2012,1990.0,,2024/02/09,to-read,to-read (#56),to-read,0,0,Jurassic Park,Jurassic Park,1
2247142,The Talented Mr. Ripley,Patricia Highsmith,"Highsmith, Patricia",,"=""""","=""""",0,3.95,W. W. Norton  Company,Paperback,271.0,2008,1955.0,,2024/02/05,to-read,to-read (#55),to-read,0,0,The Talented Mr. Ripley,Ripley,1
13103,The Celestine Prophecy,James Redfield,"Redfield, James",,"=""""","=""""",0,3.73,Warner Books,Paperback,247.0,1995,1993.0,,2024/02/01,to-read,to-read (#54),to-read,0,0,The Celestine Prophecy,Celestine Prophecy,1
7740152,Torment,Lauren Kate,"Kate, Lauren",,"=""0385739141""","=""9780385739146""",0,3.84,Delacorte Press,Hardcover,452.0,2010,2010.0,,2024/02/01,,,read,1,0,Torment,Fallen,2
6487308,Fallen,Lauren Kate,"Kate, Lauren",,"=""0385738935""","=""9780385738934""",0,3.72,Delacorte Press,Hardcover,464.0,2009,2009.0,,2024/02/01,,,read,1,0,Fallen,Fallen,1
6442769,Paper Towns,John Green,"Green, John",Gázsity Mila,"=""014241493X""","=""9780142414934""",0,3.7,Speak,Paperback,305.0,2009,2008.0,,2024/02/01,,,read,1,0,Paper Towns,,
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",0,4.12,Dutton Books,Hardcover,313.0,2012,2012.0,,2024/02/01,,,read,1,0,The Fault in Our Stars,,
53287484,Midnight Sun,Stephenie Meyer,"Meyer, Stephenie",,"=""031670704X""","=""9780316707046""",0,3.75,"Little, Brown Books for Young Readers",Hardcover,662.0,2020,2020.0,,2024/02/01,,,read,1,0,Midnight Sun,The Twilight Saga,5
1162543,Breaking Dawn,Stephenie Meyer,"Meyer, Stephenie",,"=""031606792X""","=""9780316067928""",0,3.75,"Little, Brown and Company",Hardcover,756.0,2008,2008.0,,2024/02/01,,,read,1,0,Breaking Dawn,The Twilight Saga,4
428263,Eclipse,Stephenie Meyer,"Meyer, Stephenie",,"=""0316160202""","=""9780316160209""",0,3.74,"Little, Brown and Company",Hardcover,629.0,2007,2007.0,,2024/02/01,,,read,1,0,Eclipse,The Twilight Saga,3
49041,New Moon,Stephenie Meyer,"Meyer, Stephenie",,"=""0316160199""","=""9780316160193""",0,3.61,"Little, Brown and Company",Hardcover,563.0,2006,2006.0,,2024/02/01,,,read,1,0,New Moon,The Twilight Saga,2
41865,Twilight,Stephenie Meyer,"Meyer, Stephenie",,"=""0316015849""","=""9780316015844""",0,3.67,"Little, Brown and Company",Paperback,498.0,2006,2005.0,,2024/02/01,,,read,1,0,Twilight,The Twilight Saga,1
7631105,The Scorch Trials,James Dashner,"Dashner, James",,"=""0385738757""","=""9780385738750""",0,3.89,Delacorte Press,Hardcover,362.0,2010,2010.0,,2024/02/01,,,read,1,0,The Scorch Trials,The Maze Runner,2
