Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
35900387,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,"=""0008172145""","=""9780008172145""",0,4.23,HarperCollins GB,Paperback,390,2018,2017,,2024/06/09,to-read,to-read (#116),to-read,,,,0,0
59820919,"City of Gods and Monsters (House of Devils, #1)",Kayla   Edwards,"Edwards, Kayla",,"=""1777880734""","=""9781777880736""",0,3.79,,ebook,760,2022,2022,,2024/06/08,to-read,to-read (#115),to-read,,,,0,0
58210349,How High We Go in the Dark,Sequoia Nagamatsu,"Nagamatsu, Sequoia",,"=""0063072653""","=""9780063072657""",5,3.82,William Morrow Paperbacks,Paperback,292,2023,2022,2024/06/07,2024/05/23,,,read,,,,1,0
50269327,Earthlings,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""1783785675""","=""9781783785674""",0,3.60,Granta Books,Hardcover,247,2020,2018,,2024/05/30,to-read,to-read (#114),to-read,,,,0,0
20344877,We Are All Completely Fine,Daryl Gregory,"Gregory, Daryl",,"=""1616961716""","=""9781616961718""",0,3.74,Tachyon Publications,Paperback,182,2014,2014,,2024/05/30,to-read,to-read (#113),to-read,,,,0,0
33124137,Pet Sematary,Stephen        King,"King, Stephen",,"=""""","=""""",0,4.08,Scribner,Kindle Edition,580,2014,1983,,2024/05/30,to-read,to-read (#112),to-read,,,,0,0
25852828,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0804172706""","=""9780804172707""",5,4.28,Vintage,Paperback,816,2016,2015,2024/05/29,2024/01/29,,,read,,,,1,0
44890081,My Dark Vanessa,Kate Elizabeth Russell,"Russell, Kate Elizabeth",,"=""006294150X""","=""9780062941503""",0,4.10,William Morrow,Hardcover,373,2020,2020,,2024/05/28,to-read,to-read (#111),to-read,,,,0,0
57739876,To Paradise,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385547935""","=""9780385547932""",0,3.74,Doubleday,Hardcover,720,2022,2022,,2024/05/28,to-read,to-read (#110),to-read,,,,0,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",0,4.16,Vintage Books,Paperback,559,2004,1992,,2024/05/28,to-read,to-read (#109),to-read,,,,0,0
5211,A Fine Balance,Rohinton Mistry,"Mistry, Rohinton",,"=""140003065X""","=""9781400030651""",0,4.38,Vintage,Paperback,603,1997,1995,,2024/05/28,to-read,to-read (#108),to-read,,,,0,0
33253215,The Heart's Invisible Furies,John Boyne,"Boyne, John",,"=""""","=""""",0,4.51,Hogarth Press,Hardcover,582,2017,2017,,2024/05/28,to-read,to-read (#107),to-read,,,,0,0
60194162,Demon Copperhead,Barbara Kingsolver,"Kingsolver, Barbara",,"=""""","=""""",0,4.47,Harper,Hardcover,560,2022,2022,,2024/05/28,to-read,to-read (#106),to-read,,,,0,0
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""0525562028""","=""9780525562023""",0,4.02,Penguin Press,Hardcover,246,2019,2019,,2024/05/28,to-read,to-read (#105),to-read,,,,0,0
99561,Looking for Alaska,John Green,"Green, John",,"=""1435249151""","=""9781435249158""",0,3.96,Speak,Paperback,221,2006,2005,,2024/02/01,,,read,,,,1,0
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""0316055433""","=""9780316055437""",0,3.96,"Little, Brown",Hardcover,771,2013,2013,,2024/05/28,to-read,to-read (#104),to-read,,,,0,0
227711,I Know This Much Is True,Wally Lamb,"Lamb, Wally",,"=""0060987561""","=""9780060987565""",0,4.21,HarpPeren,Paperback,897,1999,1998,,2024/05/23,to-read,to-read (#103),to-read,,,,0,0
12875258,Tell the Wolves I'm Home,Carol Rifka Brunt,"Brunt, Carol Rifka",,"=""0679644199""","=""9780679644194""",0,4.03,Random House,Hardcover,360,2012,2012,,2024/05/20,to-read,to-read (#102),to-read,,,,0,0
59986018,"The Book of Azrael (Gods & Monsters, #1)",Amber V. Nicole,"Nicole, Amber V.",,"=""""","=""""",0,4.12,Rose and Star Publishing,Kindle Edition,572,2022,2022,2024/05/13,2024/03/11,,,read,,,,1,0
36121086,Saving Noah,Lucinda Berry,"Berry, Lucinda",,"=""""","=""""",0,3.91,Rise Press,ebook,259,2017,2017,,2024/04/18,to-read,to-read (#101),to-read,,,,0,0
62343413,No One Rides For Free,Judith Sonnet,"Sonnet, Judith",,"=""""","=""""",0,2.73,,Kindle Edition,76,2022,2022,,2024/04/16,to-read,to-read (#100),to-read,,,,0,0
43575115,The Starless Sea,Erin Morgenstern,"Morgenstern, Erin",,"=""038554121X""","=""9780385541213""",0,3.84,Doubleday,Hardcover,498,2019,2019,,2024/04/12,to-read,to-read (#99),to-read,,,,0,0
18505792,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255665""","=""9780062255662""",0,4.01,William Morrow,Paperback,195,2014,2013,,2024/04/12,to-read,to-read (#98),to-read,,,,0,0
195580026,"Brutal Prince (Brutal Birthright, #1)",Sophie Lark,"Lark, Sophie",,"=""""","=""""",0,3.74,,Kindle Edition,376,2023,2020,,2024/04/12,to-read,to-read (#97),to-read,,,,0,0
55868456,The Spear Cuts Through Water,Simon Jimenez,"Jimenez, Simon",,"=""0593156595""","=""9780593156599""",0,4.15,Del Rey,Hardcover,525,2022,2022,,2024/04/12,to-read,to-read (#96),to-read,,,,0,0
58132544,"A River Enchanted (Elements of Cadence, #1)",Rebecca   Ross,"Ross, Rebecca",,"=""0063055988""","=""9780063055988""",0,4.06,Harper Voyager,Hardcover,467,2022,2022,,2024/04/05,to-read,to-read (#95),to-read,,,,0,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",5,4.22,Bloomsbury,Hardcover,272,2020,2020,2024/04/05,2024/01/29,,,read,,,,1,0
363783,"Daughter of the Blood (The Black Jewels, #1)",Anne Bishop,"Bishop, Anne",,"=""0451461487""","=""9780451461483""",0,4.03,Ace,Paperback,384,2007,1998,,2024/04/04,to-read,to-read (#94),to-read,,,,0,0
60748,"A Child Called ""It"" (Dave Pelzer, #1)",Dave Pelzer,"Pelzer, Dave",,"=""""","=""""",0,4.14,Health Communications Inc,Paperback,184,1995,1995,,2024/04/02,,,read,,,,1,0
37781,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",0,3.74,Anchor Books,Paperback,215,1994,1958,,2024/01/29,,,read,,,,1,0
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Otto H. Frank, Mirjam Pressler, Barbara Mooyaart-Doubleday, Γιάννης Θωμόπουλος, Susan Massotty, Eleanor Roosevelt","=""""","=""""",0,4.20,Bantam,Mass Market Paperback,283,1993,1947,,2024/04/02,,,read,,,,1,0
149267,The Stand,Stephen        King,"King, Stephen",Bernie Wrightson,"=""""","=""""",0,4.35,Doubleday Books,Hardcover,1152,1990,1978,,2024/04/02,to-read,to-read (#93),to-read,,,,0,0
2956,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark","E.W. Kemble, William Little Hughes, Tom Wilson, Walter Trier, John Seelye, Guy Cardwell","=""0142437174""","=""9780142437179""",0,3.83,Penguin Classics,Paperback,327,2002,1885,,2024/04/02,,,read,,,,1,0
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",0,3.83,Penguin Classics ,Paperback,541,2006,-700,,2024/04/02,,,read,,,,1,0
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,"=""0670532576""","=""9780670532575""",0,4.14,Puffin Books (US/CAN),Mass Market Paperback,208,1997,1967,,2024/04/02,,,read,,,,1,0
2998,The Secret Garden,Frances Hodgson Burnett,"Burnett, Frances Hodgson",,"=""0517189607""","=""9780517189603""",0,4.17,Children's Classics,Hardcover,331,1998,1911,,2024/04/02,,,read,,,,1,0
24178,Charlotte’s Web,E.B. White,"White, E.B.","Garth Williams, Rosemary Wells","=""0064410935""","=""9780064410939""",0,4.21,HarperCollinsPublishers,Paperback,184,2001,1952,,2024/04/02,,,read,,,,1,0
370493,The Giving Tree,Shel Silverstein,"Silverstein, Shel",,"=""0060256656""","=""9780060256654""",0,4.38,HarperCollins Publishers,Hardcover,64,1964,1964,,2024/04/02,,,read,,,,1,0
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",0,4.25,William Morrow Paperbacks,Mass Market Paperback,491,2006,1990,,2024/04/02,to-read,to-read (#92),to-read,,,,0,0
6320534,Under the Dome,Stephen        King,"King, Stephen",,"=""1439148503""","=""9781439148501""",0,3.93,Scribner,Hardcover,1074,2009,2009,,2024/03/30,to-read,to-read (#91),to-read,,,,0,0
204624472,"The Veiled Kingdom (The Veiled Kingdom, #1)",Holly Renee,"Renee, Holly",,"=""""","=""""",0,3.80,,Kindle Edition,364,2024,2024,,2024/03/28,to-read,to-read (#90),to-read,,,,0,0
7157310,"Rot & Ruin (Rot & Ruin, #1)",Jonathan Maberry,"Maberry, Jonathan",,"=""1442402326""","=""9781442402324""",0,4.10,Simon & Schuster Books For Young Readers,Hardcover,458,2010,2010,,2024/03/28,,,read,,,,1,0
2820533,"Deadly Little Secret (Touch, #1)",Laurie Faria Stolarz,"Stolarz, Laurie Faria",,"=""1423111443""","=""9781423111443""",0,3.86,Hyperion,Hardcover,252,2008,2008,,2024/03/28,,,read,,,,1,0
2273246,"Dead Is the New Black (Dead Is, #1)",Marlene Perez,"Perez, Marlene",,"=""0152064087""","=""9780152064082""",0,3.97,Clarion Books,Paperback,190,2008,2008,,2024/03/28,,,read,,,,1,0
58988311,"Curse of Shadows and Thorns (The Broken Kingdoms, #1)",L.J. Andrews,"Andrews, L.J.",,"=""""","=""""",0,3.99,Bowker,Paperback,348,2021,2021,,2024/03/25,to-read,to-read (#89),to-read,,,,0,0
46261182,"The Awakening (Zodiac Academy, #1)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,3.82,Dark Ink Publishing,Kindle Edition,436,2019,2019,,2024/03/25,to-read,to-read (#88),to-read,,,,0,0
27883214,"Caraval (Caraval, #1)",Stephanie Garber,"Garber, Stephanie",,"=""1250095255""","=""9781250095251""",0,3.97,Flatiron Books,Hardcover,407,2017,2016,,2024/03/21,to-read,to-read (#87),to-read,,,,0,0
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",0,3.98,Viking,Hardcover,288,2020,2020,,2024/03/20,to-read,to-read (#86),to-read,,,,0,0
45047384,"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,"Klune, T.J.",,"=""""","=""""",0,4.37,Tor Books,Kindle Edition,394,2020,2020,,2024/03/20,to-read,to-read (#85),to-read,,,,0,0
56179377,Nettle & Bone,T. Kingfisher,"Kingfisher, T.",,"=""1250244048""","=""9781250244048""",0,4.08,Tor Books,Hardcover,243,2022,2022,,2024/03/20,to-read,to-read (#84),to-read,,,,0,0
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",0,4.30,Houghton Mifflin,Paperback,366,2002,1937,,2024/03/20,,,read,,,,1,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",0,4.45,Bantam,Mass Market Paperback,835,2005,1996,,2024/03/20,to-read,to-read (#83),to-read,,,,0,0
75712384,"Bonded by Thorns (Beasts of the Briar, #1)",Elizabeth Helen,"Helen, Elizabeth",,"=""1738827909""","=""9781738827909""",0,3.92,Luna Fox Press,Kindle Edition,348,2023,2023,,2024/03/20,to-read,to-read (#82),to-read,,,,0,0
131968668,"Ruthless Enemy (Ruthless Enemy, #1)",Marion Blackwood,"Blackwood, Marion",,"=""9198802461""","=""9789198802467""",0,3.99,Black Dagger Publishing,Paperback,316,2023,2023,,2024/03/18,to-read,to-read (#81),to-read,,,,0,0
52373510,Gone to See the River Man,Kristopher Triana,"Triana, Kristopher",,"=""""","=""""",0,3.65,Cemetery Dance Publications,Kindle Edition,182,2020,2020,,2024/03/16,to-read,to-read (#80),to-read,,,,0,0
35396201,"The Black Farm (The Black Farm, #1)",Elias Witherow,"Witherow, Elias",,"=""""","=""""",0,3.91,,Kindle Edition,325,2017,2017,,2024/03/16,to-read,to-read (#79),to-read,,,,0,0
18652002,The Bees,Laline Paull,"Paull, Laline",,"=""0062331159""","=""9780062331151""",5,3.71,Ecco,Hardcover,340,2014,2014,2024/03/15,2024/01/29,,,read,,,,1,0
62977071,"Fear the Flames (Fear the Flames, #1)",Olivia Rose Darling,"Darling, Olivia Rose",,"=""""","=""""",0,3.76,,Kindle Edition,586,2022,2022,,2024/03/11,to-read,to-read (#78),to-read,,,,0,0
58650445,"Heavenly Bodies (Heavenly Bodies, #1)",Imani Erriu,"Erriu, Imani",,"=""""","=""""",0,3.98,,Paperback,619,2022,2022,,2024/03/11,to-read,to-read (#77),to-read,,,,0,0
60109530,Keep It in the Family,John Marrs,"Marrs, John",,"=""1542017289""","=""9781542017282""",0,4.07,Thomas & Mercer,Kindle Edition,380,2022,2022,,2024/03/08,to-read,to-read (#76),to-read,,,,0,0
49090884,Tender Is the Flesh,Agustina Bazterrica,"Bazterrica, Agustina",Sarah Moses,"=""""","=""""",0,3.77,Scribner,Paperback,209,2020,2017,,2024/03/06,to-read,to-read (#75),to-read,,,,0,0
17571466,The Troop,Nick Cutter,"Cutter, Nick",,"=""1476717710""","=""9781476717715""",0,3.83,Gallery Books,Hardcover,358,2014,2014,,2024/03/06,to-read,to-read (#74),to-read,,,,0,0
7159515,Still Missing,Chevy Stevens,"Stevens, Chevy",,"=""0312595670""","=""9780312595678""",0,4.00,St. Martin's Press,Hardcover,342,2010,2010,,2024/03/06,to-read,to-read (#73),to-read,,,,0,0
21726,The Ruins,Scott        Smith,"Smith, Scott",,"=""1400043875""","=""9781400043873""",0,3.69,Alfred A. Knopf,Hardcover,336,2006,2006,,2024/03/06,to-read,to-read (#72),to-read,,,,0,0
345627,"Vampire Academy (Vampire Academy, #1)",Richelle Mead,"Mead, Richelle",,"=""159514174X""","=""9781595141743""",0,4.10,Razorbill,Paperback,332,2007,2007,,2024/03/05,to-read,to-read (#71),to-read,,,,0,0
10194157,"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250048117""","=""9781250048110""",0,3.92,Henry Holt & Company,Hardcover,358,2012,2012,,2024/03/05,to-read,to-read (#70),to-read,,,,0,0
256683,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1416914285""","=""9781416914280""",0,4.07,Margaret K. McElderry Books,Hardcover,485,2007,2007,,2024/03/05,to-read,to-read (#69),to-read,,,,0,0
22328546,"Red Queen (Red Queen, #1)",Victoria Aveyard,"Aveyard, Victoria",,"=""0062310631""","=""9780062310637""",0,3.98,HarperTeen,Hardcover,388,2015,2015,,2024/03/05,to-read,to-read (#68),to-read,,,,0,0
10576365,"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,"Bracken, Alexandra",,"=""1423157370""","=""9781423157373""",0,4.15,Disney Hyperion,Hardcover,488,2012,2012,,2024/03/05,to-read,to-read (#67),to-read,,,,0,0
42265183,"The Beautiful (The Beautiful, #1)",Renée Ahdieh,"Ahdieh, Renée",,"=""1524738174""","=""9781524738174""",0,3.65,G.P. Putnam's Sons Books for Young Readers,Hardcover,448,2019,2019,,2024/03/05,to-read,to-read (#66),to-read,,,,0,0
23203252,"A Shadow Bright and Burning (Kingdom on Fire, #1)",Jessica Cluess,"Cluess, Jessica",,"=""0553535919""","=""9780553535914""",0,3.73,Random House BFYR,Library Binding,416,2016,2016,,2024/03/05,to-read,to-read (#65),to-read,,,,0,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""0786838655""","=""9780786838653""",0,4.31,Disney Hyperion Books,Paperback,377,2006,2005,,2024/03/04,,,read,,,,1,0
688191,"Everlost (The Skinjacker Trilogy, #1)",Neal Shusterman,"Shusterman, Neal",,"=""0689872372""","=""9780689872372""",0,3.96,Simon & Schuster Books for Young Readers,Hardcover,320,2006,2006,,2024/03/04,,,read,,,,1,0
764347,"Unwind (Unwind, #1)",Neal Shusterman,"Shusterman, Neal",,"=""""","=""""",0,4.17,Simon & Schuster Books for Young Readers,Hardcover,337,2007,2007,,2024/03/04,,,read,,,,1,0
3975774,"Evermore (The Immortals, #1)",Alyson Noel,"Noel, Alyson",,"=""031253275X""","=""9780312532758""",0,3.60,St. Martin's Griffin,Paperback,301,2009,2009,,2024/03/04,,,read,,,,1,0
30183,"Marked (House of Night, #1)",P.C. Cast,"Cast, P.C.",Kristin Cast,"=""0312360266""","=""9780312360269""",0,3.82,St. Martin's Press,Paperback,306,2007,2007,,2024/03/04,,,read,,,,1,0
1295102,Lock and Key,Sarah Dessen,"Dessen, Sarah",,"=""067001088X""","=""9780670010882""",0,3.99,Viking's Children's Books,Hardcover,432,2008,2008,,2024/03/04,,,read,,,,1,0
5664985,Along for the Ride,Sarah Dessen,"Dessen, Sarah",,"=""0670011940""","=""9780670011940""",0,4.03,Viking Books for Young Readers,Hardcover,383,2009,2009,,2024/03/04,,,read,,,,1,0
22205,This Lullaby,Sarah Dessen,"Dessen, Sarah",,"=""0142501557""","=""9780142501559""",0,4.01,Speak,Paperback,345,2004,2002,,2024/03/04,,,read,,,,1,0
51738,Just Listen,Sarah Dessen,"Dessen, Sarah",,"=""0670061050""","=""9780670061051""",0,4.05,Viking Books,Hardcover,371,2006,2006,,2024/03/04,,,read,,,,1,0
33290383,Let It Snow,John Green,"Green, John","Maureen Johnson, Lauren Myracle","=""""","=""""",0,3.66,Speak,Kindle Edition,353,2016,2008,,2024/03/04,,,read,,,,1,0
4374400,"If I Stay (If I Stay, #1)",Gayle Forman,"Forman, Gayle",,"=""0525421033""","=""9780525421030""",0,3.91,Viking,Hardcover,208,2009,2009,,2024/03/04,,,read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2024/03/04,to-read,to-read (#64),to-read,,,,0,0
2702704,"Faefever (Fever, #3)",Karen Marie Moning,"Moning, Karen Marie",,"=""0385341636""","=""9780385341639""",0,4.28,Delacorte Press,Hardcover,327,2008,2008,,2024/03/04,to-read,to-read (#63),to-read,,,,0,0
59912428,Mad Honey,Jodi Picoult,"Picoult, Jodi",Jennifer Finney Boylan,"=""1984818384""","=""9781984818386""",0,4.07,Ballantine,Hardcover,464,2022,2022,,2024/03/04,to-read,to-read (#62),to-read,,,,0,0
52857700,"House of Flame and Shadow (Crescent City, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1681193094""","=""9781681193090""",4,4.22,Bloomsbury Publishing,ebook,835,2024,2024,2024/02/28,2024/01/29,,,read,,,,1,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,4.00,Alfred A. Knopf,Hardcover,241,2006,2006,,2024/02/27,to-read,to-read (#61),to-read,,,,0,0
26032825,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,"Black, Holly",,"=""0316310271""","=""9780316310277""",0,4.01,"Little, Brown Books for Young Readers",Hardcover,370,2018,2018,,2024/02/25,to-read,to-read (#60),to-read,,,,0,0
44439416,Chapterhouse: Dune (Dune #6),Frank Herbert,"Herbert, Frank",,"=""0593098277""","=""9780593098271""",0,3.86,Ace,Paperback,609,2019,1985,,2024/02/17,to-read,to-read (#59),to-read,,,,0,0
44492287,Heretics of Dune (Dune #5),Frank Herbert,"Herbert, Frank",,"=""0593098269""","=""9780593098264""",0,3.85,Ace,Paperback,669,2019,1984,,2024/02/17,to-read,to-read (#58),to-read,,,,0,0
44439415,God Emperor of Dune (Dune #4),Frank Herbert,"Herbert, Frank",,"=""0593098250""","=""9780593098257""",0,3.88,Ace,Paperback,587,2019,1981,,2024/02/17,to-read,to-read (#57),to-read,,,,0,0
40132775,"House of Sky and Breath (Crescent City, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1408884429""","=""9781408884423""",5,4.43,Bloomsbury Publishing,Hardcover,805,2022,2022,2024/02/17,2024/01/29,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",0,4.15,Anchor Books,Paperback,311,1998,1985,,2024/02/11,to-read,to-read (#56),to-read,,,,0,0
18045891,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,"=""0297851535""","=""9780297851530""",0,4.01,Broadway Paperbacks,Paperback,254,2007,2006,,2024/02/11,to-read,to-read (#55),to-read,,,,0,0
40604658,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""0307763056""","=""9780307763051""",0,4.13,Ballantine Books,Kindle Edition,466,2012,1990,,2024/02/09,to-read,to-read (#54),to-read,,,,0,0
2247142,"The Talented Mr. Ripley (Ripley, #1)",Patricia Highsmith,"Highsmith, Patricia",,"=""""","=""""",0,3.95,W. W. Norton  Company,Paperback,271,2008,1955,,2024/02/05,to-read,to-read (#53),to-read,,,,0,0
13103,"The Celestine Prophecy (Celestine Prophecy, #1)",James Redfield,"Redfield, James",,"=""""","=""""",0,3.73,Warner Books,Paperback,247,1995,1993,,2024/02/01,to-read,to-read (#52),to-read,,,,0,0
7740152,"Torment (Fallen, #2)",Lauren Kate,"Kate, Lauren",,"=""0385739141""","=""9780385739146""",0,3.84,Delacorte Press,Hardcover,452,2010,2010,,2024/02/01,,,read,,,,1,0
6487308,"Fallen (Fallen, #1)",Lauren Kate,"Kate, Lauren",,"=""0385738935""","=""9780385738934""",0,3.72,Delacorte Press,Hardcover,464,2009,2009,,2024/02/01,,,read,,,,1,0
6442769,Paper Towns,John Green,"Green, John",Gázsity Mila,"=""014241493X""","=""9780142414934""",0,3.70,Speak,Paperback,305,2009,2008,,2024/02/01,,,read,,,,1,0
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",0,4.12,Dutton Books,Hardcover,313,2012,2012,,2024/02/01,,,read,,,,1,0
53287484,"Midnight Sun (The Twilight Saga, #5)",Stephenie Meyer,"Meyer, Stephenie",,"=""031670704X""","=""9780316707046""",0,3.75,"Little, Brown Books for Young Readers",Hardcover,662,2020,2020,,2024/02/01,,,read,,,,1,0
1162543,"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,"Meyer, Stephenie",,"=""031606792X""","=""9780316067928""",0,3.75,"Little, Brown and Company",Hardcover,756,2008,2008,,2024/02/01,,,read,,,,1,0
428263,"Eclipse (The Twilight Saga, #3)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316160202""","=""9780316160209""",0,3.74,"Little, Brown and Company",Hardcover,629,2007,2007,,2024/02/01,,,read,,,,1,0
49041,"New Moon (The Twilight Saga, #2)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316160199""","=""9780316160193""",0,3.62,"Little, Brown and Company",Hardcover,563,2006,2006,,2024/02/01,,,read,,,,1,0
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316015849""","=""9780316015844""",0,3.67,"Little, Brown and Company",Paperback,498,2006,2005,,2024/02/01,,,read,,,,1,0
7631105,"The Scorch Trials (The Maze Runner, #2)",James Dashner,"Dashner, James",,"=""0385738757""","=""9780385738750""",0,3.89,Delacorte Press,Hardcover,362,2010,2010,,2024/02/01,,,read,,,,1,0
6186357,"The Maze Runner (The Maze Runner, #1)",James Dashner,"Dashner, James",,"=""0385737947""","=""9780385737944""",0,4.05,Delacorte Press,Hardcover,384,2009,2009,,2024/02/01,,,read,,,,1,0
51901147,"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,"Collins, Suzanne",,"=""""","=""""",0,3.99,Scholastic Press,Kindle Edition,541,2020,2020,,2024/02/01,,,read,,,,1,0
76714487,"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731040""","=""9781639731046""",0,4.28,Bloomsbury Publishing,Hardcover,688,2023,2017,,2024/02/01,,,read,,,,1,0
126062562,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619632217""","=""9781619632219""",0,4.20,Bloomsbury Children’s Books,Kindle Edition,451,2023,2014,,2024/02/01,,,read,,,,1,0
76713323,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731024""","=""9781639731022""",0,4.63,Bloomsbury Publishing,Hardcover,733,2023,2016,,2024/02/01,,,read,,,,1,0
76707900,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731008""","=""9781639731008""",0,4.62,Bloomsbury Publishing,Hardcover,648,2023,2015,,2024/02/01,,,read,,,,1,0
76706470,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",0,4.45,Bloomsbury USA Childrens,Hardcover,576,2023,2014,,2024/02/01,,,read,,,,1,0
76705490,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639730966""","=""9781639730964""",0,4.36,Bloomsbury Publishing,Hardcover,420,2023,2013,,2024/02/01,,,read,,,,1,0
76703559,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""163973094X""","=""9781639730940""",0,4.18,Bloomsbury Publishing,Hardcover,406,2023,2012,,2024/02/01,,,read,,,,1,0
50659471,"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575621""","=""9781635575620""",0,3.72,Bloomsbury Publishing,Paperback,272,2020,2019,,2024/02/01,,,read,,,,1,0
50659472,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575605""","=""9781635575606""",0,4.46,Bloomsbury Publishing,Paperback,699,2020,2017,,2024/02/01,,,read,,,,1,0
50659468,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575583""","=""9781635575583""",0,4.64,Bloomsbury Publishing,Paperback,626,2020,2016,,2024/02/01,,,read,,,,1,0
53138095,"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,"Maas, Sarah J.",,"=""168119628X""","=""9781681196282""",0,4.45,Bloomsbury Publishing,Hardcover,757,2021,2021,,2024/02/01,,,read,,,,1,0
10614,Misery,Stephen        King,"King, Stephen",,"=""0450417395""","=""9780450417399""",0,4.23,New English Library,Paperback,370,1992,1987,,2024/02/01,to-read,to-read (#51),to-read,,,,0,0
50485649,In My Dreams I Hold a Knife,Ashley Winstead,"Winstead, Ashley",,"=""172822988X""","=""9781728229881""",0,3.79,Sourcebooks Landmark,Hardcover,345,2021,2021,,2024/02/01,to-read,to-read (#50),to-read,,,,0,0
61439040,1984,George Orwell,"Orwell, George",Thomas Pynchon,"=""0452284236""","=""9780452284234""",0,4.20,Plume,Paperback,368,2022,1949,,2024/02/01,to-read,to-read (#49),to-read,,,,0,0
