Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
28676,American Psycho,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0679735771""","=""9780679735779""",0,3.80,Vintage Contemporaries,Paperback,399,1991,1991,,2024/02/01,to-read,to-read (#48),to-read,,,,0,0
1656001,"The Host (The Host, #1)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316068047""","=""9780316068048""",0,3.86,"Little, Brown and Company",Hardcover,619,2008,2008,,2024/02/01,to-read,to-read (#47),to-read,,,,0,0
50520939,"The Atlas Six (The Atlas, #1)",Olivie Blake,"Blake, Olivie",,"=""""","=""""",0,3.55,,Kindle Edition,376,2020,2020,,2024/02/01,to-read,to-read (#46),to-read,,,,0,0
41042431,"Wake Me After the Apocalypse (Bunker, #1)",Jordan Rivet,"Rivet, Jordan",,"=""""","=""""",0,4.10,,Kindle Edition,316,2018,2018,,2024/02/01,to-read,to-read (#45),to-read,,,,0,0
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,"=""0345539788""","=""9780345539786""",0,4.27,Del Rey,Hardcover,382,2014,2014,,2024/02/01,to-read,to-read (#44),to-read,,,,0,0
53320739,"The Princess Trials (The Princess Trials, #1)",Cordelia K. Castel,"Castel, Cordelia K.",,"=""""","=""""",0,3.79,,Kindle Edition,504,2020,2020,,2024/02/01,to-read,to-read (#43),to-read,,,,0,0
10507293,"The Selection (The Selection, #1)",Kiera Cass,"Cass, Kiera",,"=""0062059939""","=""9780062059932""",0,4.07,HarperTeen,Hardcover,336,2012,2012,,2024/02/01,to-read,to-read (#42),to-read,,,,0,0
125162502,"Scorpio (Frontlines: Evolution, #1)",Marko Kloos,"Kloos, Marko",,"=""1542035503""","=""9781542035507""",0,4.12,47North,Kindle Edition,283,2024,2024,,2024/02/01,to-read,to-read (#41),to-read,,,,0,0
44646576,"Bird Box (Bird Box, #1)",Josh Malerman,"Malerman, Josh",,"=""0062259652""","=""9780062259653""",0,4.05,Ecco,Hardcover,272,2014,2014,,2024/02/01,to-read,to-read (#40),to-read,,,,0,0
56179372,Slewfoot: A Tale of Bewitchery,Brom,"Brom, Brom",,"=""125062200X""","=""9781250622006""",0,4.21,Tor Nightfire,Hardcover,305,2021,2021,,2024/02/01,to-read,to-read (#39),to-read,,,,0,0
45885495,His & Hers,Alice Feeney,"Feeney, Alice",,"=""1250266076""","=""9781250266071""",0,4.06,Flatiron Books,Hardcover,304,2020,2020,,2024/02/01,to-read,to-read (#38),to-read,,,,0,0
59808050,Daisy Darker,Alice Feeney,"Feeney, Alice",,"=""1250843936""","=""9781250843937""",0,3.76,Flatiron Books,Hardcover,352,2022,2022,,2024/02/01,to-read,to-read (#37),to-read,,,,0,0
61208877,"A Soul to Keep (Duskwalker Brides, #1)",Opal Reyne,"Reyne, Opal",,"=""0645510408""","=""9780645510409""",0,4.06,,Kindle Edition,544,2022,2022,,2024/01/29,to-read,to-read (#36),to-read,,,,0,0
52439531,"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""1368052401""","=""9781368052405""",0,4.13,"Little, Brown Books for Young Readers",Hardcover,386,2020,2020,,2024/01/29,to-read,to-read (#35),to-read,,,,0,0
11,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.22,Del Rey Books,Mass Market Paperback,216,2005,1979,,2024/01/29,to-read,to-read (#34),to-read,,,,0,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",0,4.39,Alfred A. Knopf,Kindle Edition,592,2006,2005,,2024/01/29,to-read,to-read (#33),to-read,,,,0,0
6043781,"Blood of Elves (The Witcher, #1)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,"=""""","=""""",0,4.10,Hachette Book Group,Mass Market Paperback,398,2009,1994,,2024/01/29,to-read,to-read (#32),to-read,,,,0,0
7445,The Glass Castle,Jeannette Walls,"Walls, Jeannette",,"=""074324754X""","=""9780743247542""",0,4.33,Scribner,Paperback,288,2006,2005,,2024/01/29,to-read,to-read (#30),to-read,,,,0,0
24830,The Illustrated Man,Ray Bradbury,"Bradbury, Ray",,"=""000712774X""","=""9780007127740""",0,4.13,Voyager Classics / Harper Collins,Paperback,186,2002,1951,,2024/01/29,to-read,to-read (#29),to-read,,,,0,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,4.10,Dial Press,Paperback,275,1999,1969,,2024/01/29,to-read,to-read (#28),to-read,,,,0,0
6224935,This is Where I Leave You,Jonathan Tropper,"Tropper, Jonathan",,"=""052595127X""","=""9780525951278""",0,3.88,Orion,Hardcover,339,2009,2003,,2024/01/29,to-read,to-read (#27),to-read,,,,0,0
248704,It's Kind of a Funny Story,Ned Vizzini,"Vizzini, Ned",,"=""078685197X""","=""9780786851973""",0,4.07,Disney Hyperion,Paperback,444,2007,2006,,2024/01/29,to-read,to-read (#26),to-read,,,,0,0
28954189,"Scythe (Arc of a Scythe, #1)",Neal Shusterman,"Shusterman, Neal",,"=""""","=""""",0,4.32,Simon & Schuster Books for Young Readers,Hardcover,435,2016,2016,,2024/01/29,to-read,to-read (#25),to-read,,,,0,0
22299763,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,4.57,Orion Children's Books,Kindle Edition,561,2016,2016,,2024/01/29,to-read,to-read (#24),to-read,,,,0,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1627792120""","=""9781627792127""",0,4.46,Henry Holt & Company,Hardcover,480,2015,2015,,2024/01/29,to-read,to-read (#23),to-read,,,,0,0
18077752,"Acceptance (Southern Reach, #3)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104115""","=""9780374104115""",0,3.66,"Farrar, Straus and Giroux",Paperback,368,2014,2014,,2024/01/29,to-read,to-read (#22),to-read,,,,0,0
18077769,"Authority (Southern Reach, #2)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104107""","=""9780374104108""",0,3.55,"Farrar, Straus and Giroux",Paperback,368,2014,2014,,2024/01/29,to-read,to-read (#21),to-read,,,,0,0
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0385353308""","=""9780385353304""",0,4.07,Knopf,Hardcover,333,2014,2014,,2024/01/29,to-read,to-read (#20),to-read,,,,0,0
31817749,"The Stone Sky (The Broken Earth, #3)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.33,Orbit,Paperback,416,2017,2017,,2024/01/29,to-read,to-read (#19),to-read,,,,0,0
26228034,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.29,Orbit,Paperback,410,2016,2016,,2024/01/29,to-read,to-read (#18),to-read,,,,0,0
19161852,The Fifth Season (The Broken Earth #1),N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.29,Orbit,Paperback,468,2015,2015,,2024/01/29,to-read,to-read (#17),to-read,,,,0,0
80660,We Need to Talk About Kevin,Lionel Shriver,"Shriver, Lionel",,"=""006112429X""","=""9780061124297""",0,4.08,Harper Perennial,Paperback,400,2006,2003,,2024/01/29,to-read,to-read (#16),to-read,,,,0,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",0,4.40,Atria Books,Hardcover,389,2017,2017,,2024/01/29,to-read,to-read (#15),to-read,,,,0,0
18122,"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,"Pullman, Philip",,"=""0440238153""","=""9780440238157""",0,4.11,Laurel Leaf,Mass Market Paperback,465,2003,2000,,2024/01/29,to-read,to-read (#14),to-read,,,,0,0
41637836,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,"Pullman, Philip",,"=""""","=""""",0,4.15,RHCP Digital,Kindle Edition,370,2018,1997,,2024/01/29,to-read,to-read (#13),to-read,,,,0,0
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",0,4.03,RANDOM HOUSE TRADE,Hardcover,399,1996,1995,,2024/01/29,to-read,to-read (#12),to-read,,,,0,0
13324841,"Son (The Giver, #4)",Lois Lowry,"Lowry, Lois",,"=""0547887205""","=""9780547887203""",0,3.99,Clarion Books,Hardcover,393,2012,2012,,2024/01/29,to-read,to-read (#11),to-read,,,,0,0
37774,"Arrow of God (The African Trilogy, #3)",Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",0,3.79,Anchor Books,Paperback,230,1989,1964,,2024/01/29,to-read,to-read (#10),to-read,,,,0,0
111085,"No Longer at Ease (The African Trilogy, #2)",Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",0,3.87,Anchor,Paperback,196,1994,1960,,2024/01/29,to-read,to-read (#9),to-read,,,,0,0
56302573,Farenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,3.97,Qanun Nəşriyyatı,Unknown Binding,208,2019,1953,,2024/01/29,to-read,to-read (#8),to-read,,,,0,0
21787,The Princess Bride,William Goldman,"Goldman, William",,"=""0345418263""","=""9780345418265""",0,4.27,Ballantine Books,Paperback,429,2003,1973,,2024/01/29,to-read,to-read (#7),to-read,,,,0,0
24292598,"Outland (Quantum Earth, #1)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",0,4.10,,Kindle Edition,360,2015,2015,,2024/01/29,to-read,to-read (#6),to-read,,,,0,0
44492286,Children of Dune (Dune #3),Frank Herbert,"Herbert, Frank",,"=""0593098242""","=""9780593098240""",0,3.95,Ace,Paperback,609,2019,1976,,2024/01/29,to-read,to-read (#5),to-read,,,,0,0
44492285,Dune Messiah (Dune #2),Frank Herbert,"Herbert, Frank",Brian Herbert,"=""0593098234""","=""9780593098233""",0,3.89,Ace,Mass Market Paperback,336,2019,1969,,2024/01/29,to-read,to-read (#4),to-read,,,,0,0
44767458,Dune (Dune #1),Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",0,4.29,Ace,Hardcover,658,2019,1965,,2024/01/29,to-read,to-read (#3),to-read,,,,0,0
8909,The War of the Worlds,H.G. Wells,"Wells, H.G.",Arthur C. Clarke,"=""0375759239""","=""9780375759239""",0,3.83,Random House Publishing Group,Paperback,192,2002,1898,,2024/01/29,to-read,to-read (#2),to-read,,,,0,0
830502,It,Stephen        King,"King, Stephen",,"=""0450411435""","=""9780450411434""",0,4.24,New English Library,Paperback,1184,1987,1986,,2024/01/29,to-read,to-read (#1),to-read,,,,0,0
44778083,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635574048""","=""9781635574043""",5,4.45,Bloomsbury Publishing,Hardcover,803,2020,2020,,2024/01/29,,,read,,,,2,0
76715522,"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731067""","=""9781639731060""",5,4.71,Bloomsbury Publishing,Hardcover,984,2023,2018,2024/01/29,2024/01/29,,,read,,,,1,0
